년도,월,일,사용분야,수입지출여부,금액,총금액
2022,2,4,식사,수입,1047,-12289
2022,11,25,쇼핑,지출,6681,-18970
2023,10,30,여행,수입,8864,-10106
2020,2,15,MT,지출,4390,-14496
2022,6,22,쇼핑,수입,6876,-7620
2022,11,6,MT,수입,9118,1498
2023,5,1,식사,수입,4543,6041
2022,7,3,여행,지출,6923,-882
2021,11,21,식사,지출,7030,-7912
2020,4,15,MT,지출,3701,-11613
2021,8,15,여행,지출,4011,-15624
2022,1,24,식사,수입,4094,-11530
2023,10,17,여행,수입,6217,-5313
2020,8,6,쇼핑,지출,7283,-12596
2020,6,25,여행,지출,9721,-22317
2020,7,5,식사,수입,1307,-21010
2021,4,24,여행,지출,8323,-29333
2022,9,20,여행,수입,8206,-21127
2022,6,24,식사,지출,1551,-22678
2023,11,11,여행,수입,6939,-15739
2020,3,20,여행,수입,7147,-8592
2023,7,14,쇼핑,수입,4384,-4208
2023,3,30,체육대회,수입,4111,-97
2022,7,4,쇼핑,지출,3020,-3117
2023,3,31,MT,지출,7576,-10693
2021,11,2,체육대회,수입,1263,-9430
2021,7,18,식사,수입,9084,-346
2020,7,6,쇼핑,지출,6948,-7294
2020,2,10,MT,수입,3529,-3765
2022,3,16,체육대회,지출,1284,-5049
2023,8,28,MT,지출,8454,-13503
2023,11,15,식사,지출,9552,-23055
2020,12,21,MT,수입,5020,-18035
2020,9,30,MT,수입,2959,-15076
2022,2,20,MT,수입,6901,-8175
2020,8,1,MT,수입,9561,1386
2022,9,30,여행,수입,1414,2800
2022,2,24,MT,지출,9826,-7026
2022,3,26,여행,수입,2251,-4775
2022,9,8,MT,수입,1084,-3691
2023,10,17,쇼핑,지출,4960,-8651
2021,12,5,MT,수입,7168,-1483
2022,8,30,여행,수입,7522,6039
2020,12,25,MT,수입,7634,13673
2022,2,9,여행,지출,8485,5188
2020,12,12,체육대회,수입,6230,11418
2020,10,19,여행,수입,8189,19607
2020,6,28,식사,지출,4425,15182
2023,8,12,MT,지출,2558,12624
2020,10,14,여행,지출,6807,5817
2022,11,4,식사,수입,1420,7237
2021,3,21,쇼핑,지출,9650,-2413
2021,5,11,MT,지출,9589,-12002
2022,10,28,체육대회,지출,5072,-17074
2023,5,30,체육대회,수입,9229,-7845
2020,1,7,체육대회,수입,2603,-5242
2020,11,29,체육대회,지출,7439,-12681
2023,4,6,MT,수입,9881,-2800
2021,10,14,식사,지출,5791,-8591
2021,8,25,쇼핑,수입,1559,-7032
2022,9,15,쇼핑,지출,7215,-14247
2021,6,23,MT,지출,7976,-22223
2021,2,17,MT,수입,8573,-13650
2020,3,24,쇼핑,수입,5277,-8373
2023,2,13,여행,수입,8857,484
2022,6,24,여행,수입,2157,2641
2022,12,20,여행,수입,2227,4868
2023,9,3,쇼핑,수입,9294,14162
2020,9,16,식사,수입,8898,23060
2020,11,1,체육대회,지출,5304,17756
2023,8,1,쇼핑,지출,7702,10054
2022,6,8,여행,수입,2462,12516
2020,2,7,여행,수입,9311,21827
2022,5,18,식사,수입,8860,30687
2023,4,28,식사,지출,6913,23774
2023,7,5,쇼핑,지출,6508,17266
2022,8,27,쇼핑,지출,4024,13242
2020,10,3,여행,지출,3097,10145
2020,8,9,MT,수입,6865,17010
2023,9,24,식사,지출,9992,7018
2021,9,8,쇼핑,지출,8174,-1156
2021,8,17,식사,지출,1925,-3081
2021,10,21,체육대회,수입,1477,-1604
2023,4,18,여행,수입,9474,7870
2022,3,11,식사,수입,6791,14661
2023,2,25,MT,수입,2828,17489
2023,1,10,MT,수입,1195,18684
2021,9,19,체육대회,지출,4180,14504
2020,9,17,체육대회,지출,6468,8036
2020,5,22,여행,수입,6711,14747
2022,4,26,체육대회,수입,8057,22804
2023,8,2,여행,지출,5412,17392
2023,3,25,쇼핑,수입,3478,20870
2023,6,18,쇼핑,수입,9082,29952
2021,9,15,식사,지출,3715,26237
2022,5,11,MT,지출,5183,21054
2021,12,8,여행,지출,4528,16526
2020,7,17,여행,수입,8017,24543
2022,4,6,쇼핑,수입,9946,34489
2022,10,27,체육대회,지출,7175,27314
2021,3,9,체육대회,수입,7733,35047
2023,6,1,쇼핑,지출,9569,25478
2022,10,13,여행,지출,5126,20352
2023,4,16,식사,지출,2021,18331
2022,8,13,식사,지출,7590,10741
2023,12,10,MT,수입,2871,13612
2020,3,10,쇼핑,지출,8869,4743
2023,3,14,쇼핑,수입,9529,14272
2020,1,11,쇼핑,지출,8407,5865
2023,1,16,MT,수입,1756,7621
2020,5,29,쇼핑,지출,6311,1310
2020,11,10,쇼핑,지출,6504,-5194
2023,5,18,여행,지출,4437,-9631
2020,5,9,쇼핑,수입,1973,-7658
2022,12,15,여행,수입,7324,-334
2020,12,6,MT,수입,1329,995
2022,7,2,쇼핑,지출,2756,-1761
2023,2,5,여행,수입,6359,4598
2020,10,29,체육대회,지출,5670,-1072
2022,9,8,쇼핑,수입,2679,1607
2023,8,3,쇼핑,지출,8550,-6943
2023,6,1,쇼핑,수입,7613,670
2020,12,15,MT,수입,9460,10130
2022,2,11,식사,지출,2503,7627
2023,4,10,MT,수입,7309,14936
2023,8,5,식사,지출,4795,10141
2021,2,10,식사,지출,3498,6643
2020,10,14,MT,지출,9232,-2589
2020,9,16,쇼핑,수입,8006,5417
2023,10,16,쇼핑,수입,1706,7123
2022,4,12,쇼핑,지출,1940,5183
2023,6,6,체육대회,수입,7949,13132
2020,3,1,MT,지출,8827,4305
2023,12,10,MT,지출,7933,-3628
2021,8,17,식사,지출,8077,-11705
2021,6,26,쇼핑,지출,4584,-16289
2021,1,4,체육대회,지출,4897,-21186
2020,12,27,MT,지출,6693,-27879
2022,6,27,쇼핑,수입,7911,-19968
2023,4,5,여행,수입,5003,-14965
2021,3,29,MT,지출,2402,-17367
2020,3,1,MT,지출,2942,-20309
2023,11,23,쇼핑,수입,7746,-12563
2023,12,30,쇼핑,지출,9401,-21964
2021,8,18,식사,지출,9630,-31594
2021,10,9,체육대회,지출,9657,-41251
2023,3,15,식사,수입,1854,-39397
2022,6,21,여행,지출,7420,-46817
2020,4,4,체육대회,지출,6256,-53073
2022,7,15,MT,지출,4805,-57878
2020,3,27,여행,지출,5436,-63314
2023,7,19,여행,지출,8753,-72067
2021,3,31,MT,지출,1013,-73080
2021,12,29,체육대회,지출,4047,-77127
2021,10,2,체육대회,수입,6970,-70157
2020,12,23,MT,지출,9085,-79242
2022,4,13,여행,수입,2840,-76402
2021,12,23,MT,수입,6644,-69758
2023,4,14,쇼핑,수입,2469,-67289
2021,5,27,여행,수입,8783,-58506
2022,2,26,식사,지출,9822,-68328
2023,8,19,MT,수입,7301,-61027
2023,11,20,여행,지출,3588,-64615
2023,11,18,쇼핑,수입,6516,-58099
2023,1,28,쇼핑,수입,3380,-54719
2021,7,12,MT,지출,7750,-62469
2021,6,11,MT,지출,5143,-67612
2020,10,28,MT,지출,9652,-77264
2022,8,28,식사,수입,5493,-71771
2020,12,19,MT,지출,1619,-73390
2022,11,16,식사,지출,3966,-77356
2023,9,20,여행,지출,7896,-85252
2021,6,22,여행,수입,9177,-76075
2020,4,1,MT,수입,3124,-72951
2023,12,17,체육대회,지출,9030,-81981
2022,5,8,여행,지출,4951,-86932
2020,8,18,식사,수입,9415,-77517
2020,12,24,MT,수입,9208,-68309
2022,2,9,체육대회,지출,3889,-72198
2023,1,27,식사,지출,1164,-73362
2021,5,25,여행,수입,1250,-72112
2022,2,20,체육대회,지출,5356,-77468
2022,3,21,식사,지출,8754,-86222
2020,4,28,식사,수입,9458,-76764
2021,9,10,체육대회,지출,8894,-85658
2020,3,20,체육대회,수입,9618,-76040
2023,8,16,쇼핑,지출,6003,-82043
2023,3,2,여행,수입,5571,-76472
2022,2,1,여행,수입,5634,-70838
2022,4,7,식사,수입,8474,-62364
2021,8,30,MT,지출,2536,-64900
2020,2,2,쇼핑,지출,9101,-74001
2020,7,6,식사,지출,2600,-76601
2020,5,10,여행,지출,6040,-82641
2023,1,4,식사,지출,9594,-92235
2021,6,26,식사,수입,5094,-87141
2021,9,19,MT,수입,8551,-78590
2021,4,14,MT,수입,5464,-73126
2021,2,20,MT,수입,4048,-69078
2023,11,15,쇼핑,수입,1203,-67875
2021,12,25,식사,수입,7609,-60266
2022,2,17,MT,지출,3413,-63679
2022,2,17,여행,수입,4629,-59050
2023,11,7,여행,지출,2618,-61668
2023,3,30,여행,수입,8166,-53502
2023,9,9,체육대회,수입,8926,-44576
2020,2,18,MT,수입,7301,-37275
2023,7,15,식사,수입,2761,-34514
2023,6,17,여행,지출,7434,-41948
2021,5,29,식사,지출,7319,-49267
2021,2,4,체육대회,수입,8768,-40499
2023,1,22,MT,지출,5637,-46136
2021,9,22,쇼핑,지출,1286,-47422
2022,12,7,체육대회,수입,6695,-40727
2021,1,23,쇼핑,수입,4812,-35915
2023,8,26,체육대회,지출,2162,-38077
2020,10,2,MT,지출,3285,-41362
2021,7,4,식사,수입,7626,-33736
2020,3,27,MT,수입,2606,-31130
2022,1,7,식사,지출,5208,-36338
2020,1,6,여행,수입,1263,-35075
2023,11,3,쇼핑,지출,3893,-38968
2023,7,10,여행,지출,8614,-47582
2020,6,3,MT,수입,5762,-41820
2023,8,31,체육대회,지출,5743,-47563
2023,3,31,여행,수입,4500,-43063
2023,10,23,체육대회,지출,4095,-47158
2020,11,16,여행,수입,1545,-45613
2022,12,11,여행,지출,6280,-51893
2021,9,13,MT,지출,6322,-58215
2023,5,15,여행,지출,5213,-63428
2022,9,21,쇼핑,지출,2654,-66082
2022,4,15,여행,수입,9535,-56547
2023,4,16,쇼핑,지출,6945,-63492
2020,6,9,여행,지출,7133,-70625
2022,4,23,식사,수입,5860,-64765
2020,9,26,식사,지출,7489,-72254
2023,2,11,여행,수입,4742,-67512
2022,4,7,쇼핑,수입,3951,-63561
2020,5,27,MT,수입,8269,-55292
2020,3,16,여행,지출,2613,-57905
2022,11,23,쇼핑,수입,5582,-52323
2023,7,14,여행,지출,6521,-58844
2020,3,20,여행,지출,8138,-66982
2020,11,5,쇼핑,지출,7967,-74949
2020,4,26,여행,수입,5245,-69704
2021,12,6,체육대회,지출,2594,-72298
2023,6,4,여행,지출,1809,-74107
2022,12,20,체육대회,수입,8865,-65242
2020,5,12,식사,수입,7898,-57344
2023,4,16,여행,수입,6786,-50558
2022,1,25,체육대회,수입,8531,-42027
2023,10,29,식사,수입,7339,-34688
2021,9,22,MT,수입,9193,-25495
2023,5,22,MT,수입,4905,-20590
2020,5,8,쇼핑,수입,8400,-12190
2022,11,7,체육대회,수입,8766,-3424
2022,9,6,MT,지출,8911,-12335
2020,9,6,체육대회,수입,9131,-3204
2021,12,18,여행,지출,1629,-4833
2023,1,15,MT,수입,4819,-14
2021,10,10,식사,지출,9596,-9610
2023,2,22,식사,수입,7019,-2591
2021,1,5,여행,지출,9059,-11650
2020,1,15,쇼핑,지출,8081,-19731
2023,9,15,여행,지출,7527,-27258
2020,10,8,체육대회,수입,4719,-22539
2023,7,8,MT,지출,7645,-30184
2023,1,2,여행,수입,1920,-28264
2022,9,25,여행,수입,2217,-26047
2020,7,28,체육대회,지출,1009,-27056
2022,11,16,여행,수입,4221,-22835
2020,8,9,체육대회,수입,6547,-16288
2023,9,21,체육대회,수입,9665,-6623
2020,10,30,MT,수입,8925,2302
2023,6,30,식사,수입,5738,8040
2022,12,7,쇼핑,수입,5674,13714
2021,6,5,체육대회,지출,9664,4050
2021,7,12,체육대회,수입,7443,11493
2022,9,28,식사,수입,7514,19007
2022,5,26,여행,지출,6443,12564
2022,1,27,여행,수입,9548,22112
2022,12,23,쇼핑,수입,1362,23474
2023,10,31,여행,수입,4971,28445
2021,1,9,MT,지출,7696,20749
2022,11,6,체육대회,지출,4430,16319
2021,6,26,MT,지출,2145,14174
2022,4,10,여행,수입,7622,21796
2020,9,6,여행,지출,7182,14614
2020,1,22,쇼핑,수입,3618,18232
2021,7,20,MT,지출,4824,13408
2021,2,11,체육대회,지출,4753,8655
2022,9,27,여행,수입,3478,12133
2021,10,14,체육대회,지출,4770,7363
2022,11,13,여행,지출,4017,3346
2020,6,15,체육대회,지출,2415,931
2022,9,6,여행,수입,1124,2055
2020,7,30,식사,지출,2329,-274
2020,9,19,식사,지출,6157,-6431
2022,7,25,MT,수입,2774,-3657
2023,6,29,여행,지출,6982,-10639
2023,1,3,식사,수입,5247,-5392
2021,12,5,여행,수입,1594,-3798
2020,7,30,체육대회,지출,4005,-7803
2022,5,6,MT,지출,5536,-13339
2020,11,26,쇼핑,지출,8599,-21938
2023,4,16,식사,지출,4245,-26183
2021,1,9,여행,수입,8412,-17771
2023,1,6,여행,지출,2349,-20120
2021,3,20,MT,지출,5599,-25719
2021,10,26,체육대회,지출,8908,-34627
2022,3,12,여행,지출,2322,-36949
2023,3,25,MT,지출,2646,-39595
2023,10,19,여행,수입,4140,-35455
2021,5,18,여행,지출,9566,-45021
2022,1,17,쇼핑,수입,9079,-35942
2020,9,15,체육대회,수입,2487,-33455
2020,1,17,MT,수입,7412,-26043
2021,5,18,식사,수입,1092,-24951
2020,11,4,MT,지출,3915,-28866
2021,10,9,식사,수입,5120,-23746
2023,4,10,쇼핑,지출,8490,-32236
2023,4,4,MT,지출,8165,-40401
2021,5,17,MT,지출,9878,-50279
2021,8,16,MT,수입,2752,-47527
2022,4,16,MT,지출,3038,-50565
2021,6,25,체육대회,지출,2746,-53311
2020,9,6,체육대회,수입,6483,-46828
2021,6,21,MT,지출,8718,-55546
2020,7,26,식사,지출,2866,-58412
2021,3,25,체육대회,수입,3325,-55087
2021,6,2,여행,지출,9105,-64192
2022,7,26,쇼핑,지출,8256,-72448
2023,8,3,쇼핑,수입,1482,-70966
2021,5,17,여행,수입,3859,-67107
2022,3,2,체육대회,수입,3228,-63879
2022,10,30,체육대회,수입,2603,-61276
2021,1,23,MT,수입,4311,-56965
2021,8,13,여행,수입,6549,-50416
2023,3,18,식사,지출,6319,-56735
2020,8,26,MT,수입,3950,-52785
2020,1,21,여행,지출,4277,-57062
2023,2,22,여행,지출,3058,-60120
2023,2,13,체육대회,지출,1749,-61869
2023,4,21,MT,수입,3452,-58417
2020,11,22,여행,지출,5156,-63573
2021,2,28,쇼핑,지출,3885,-67458
2023,6,13,MT,수입,9138,-58320
2023,6,21,체육대회,지출,2615,-60935
2023,10,10,체육대회,수입,8606,-52329
2021,2,27,쇼핑,지출,2160,-54489
2021,5,24,MT,수입,9091,-45398
2020,10,25,여행,지출,2325,-47723
2023,6,27,체육대회,지출,1883,-49606
2022,8,2,여행,수입,8536,-41070
2022,11,11,MT,지출,2692,-43762
2020,2,5,여행,지출,6189,-49951
2023,4,6,쇼핑,지출,2450,-52401
2023,2,20,MT,수입,9562,-42839
2022,1,31,식사,수입,8438,-34401
2022,9,16,체육대회,지출,8298,-42699
2020,10,29,MT,지출,1602,-44301
2021,10,14,MT,지출,9055,-53356
2021,12,10,쇼핑,지출,8731,-62087
2020,2,23,식사,수입,5668,-56419
2021,12,24,식사,수입,8646,-47773
2020,6,8,여행,수입,9761,-38012
2022,6,19,MT,지출,8404,-46416
2022,1,30,체육대회,수입,7413,-39003
2022,10,24,식사,지출,8318,-47321
2023,11,28,MT,지출,1545,-48866
2022,8,26,쇼핑,수입,7066,-41800
2021,1,15,식사,지출,3064,-44864
2021,11,24,여행,지출,7312,-52176
2021,2,11,MT,지출,7640,-59816
2020,7,13,MT,수입,4860,-54956
2022,5,18,체육대회,수입,5342,-49614
2023,9,26,여행,지출,1577,-51191
2022,2,7,체육대회,수입,3886,-47305
2022,12,27,쇼핑,지출,4532,-51837
2022,9,6,MT,지출,9724,-61561
2022,5,30,MT,수입,8007,-53554
2023,6,17,체육대회,수입,7177,-46377
2021,7,14,여행,수입,1200,-45177
2023,2,15,쇼핑,수입,1679,-43498
2020,11,15,체육대회,지출,1503,-45001
2022,4,11,MT,지출,1119,-46120
2020,8,1,여행,수입,7040,-39080
2020,7,2,MT,수입,6201,-32879
2022,6,18,MT,지출,5199,-38078
2020,1,21,쇼핑,지출,9973,-48051
2020,11,11,쇼핑,지출,7815,-55866
2022,7,8,식사,수입,8941,-46925
2021,8,6,MT,수입,7799,-39126
2022,9,6,여행,수입,1389,-37737
2021,12,16,식사,지출,3482,-41219
2020,6,16,식사,수입,3792,-37427
2023,8,5,식사,수입,7446,-29981
2023,8,11,체육대회,지출,5799,-35780
2023,1,20,쇼핑,지출,5327,-41107
2020,2,26,MT,지출,4617,-45724
2021,2,27,MT,수입,6721,-39003
2023,5,1,여행,수입,6207,-32796
2023,3,26,체육대회,수입,4368,-28428
2023,11,7,여행,수입,5075,-23353
2021,2,3,여행,지출,9134,-32487
2023,11,8,여행,수입,4408,-28079
2021,2,22,여행,지출,7566,-35645
2021,5,26,여행,지출,2687,-38332
2020,4,10,여행,지출,1256,-39588
2021,9,22,식사,수입,5293,-34295
2023,2,18,식사,지출,3194,-37489
2023,1,25,쇼핑,수입,7217,-30272
2021,10,9,식사,지출,2634,-32906
2021,9,26,체육대회,지출,3233,-36139
2021,11,2,MT,수입,9839,-26300
2022,3,17,여행,수입,4103,-22197
2023,10,1,쇼핑,수입,9858,-12339
2021,3,14,MT,지출,4639,-16978
2023,3,7,체육대회,지출,5448,-22426
2020,10,26,MT,수입,4761,-17665
2020,10,26,식사,수입,2124,-15541
2021,4,27,쇼핑,지출,7535,-23076
2020,12,5,쇼핑,지출,1495,-24571
2021,3,26,체육대회,지출,9938,-34509
2020,3,13,식사,수입,1759,-32750
2020,8,19,쇼핑,수입,2378,-30372
2021,1,17,식사,수입,3649,-26723
2023,12,9,여행,지출,9188,-35911
2020,10,17,MT,수입,5306,-30605
2023,10,24,체육대회,지출,3975,-34580
2022,3,29,체육대회,지출,1590,-36170
2023,9,1,식사,수입,6174,-29996
2021,6,11,여행,수입,8799,-21197
2020,10,28,식사,수입,7573,-13624
2022,10,27,쇼핑,수입,2802,-10822
2021,7,20,MT,지출,8856,-19678
2022,9,20,MT,수입,3969,-15709
2020,11,20,체육대회,지출,5594,-21303
2021,6,21,여행,수입,5585,-15718
2022,2,1,체육대회,지출,1494,-17212
2023,10,11,식사,지출,4831,-22043
2020,12,31,쇼핑,수입,3386,-18657
2022,5,24,체육대회,지출,3000,-21657
2021,1,30,MT,지출,9940,-31597
2021,3,22,여행,지출,5918,-37515
2020,12,8,여행,수입,4558,-32957
2023,3,30,여행,지출,3586,-36543
2022,11,6,MT,지출,8298,-44841
2021,4,13,쇼핑,지출,2595,-47436
2020,3,18,MT,수입,4308,-43128
2021,4,14,MT,지출,8032,-51160
2020,3,22,MT,지출,9979,-61139
2021,3,23,식사,수입,3321,-57818
2020,7,18,체육대회,수입,6852,-50966
2020,10,21,체육대회,수입,3047,-47919
2023,11,14,여행,수입,7140,-40779
2022,5,4,쇼핑,지출,3596,-44375
2023,6,25,체육대회,수입,5446,-38929
2023,12,30,쇼핑,지출,8493,-47422
2020,3,19,쇼핑,수입,7511,-39911
2022,2,15,쇼핑,지출,5079,-44990
2021,11,17,체육대회,수입,8431,-36559
2020,11,25,여행,수입,5679,-30880
2020,5,20,체육대회,수입,3255,-27625
2021,2,2,여행,수입,3373,-24252
2023,6,10,쇼핑,지출,3521,-27773
2023,3,6,여행,수입,5163,-22610
2020,4,28,식사,지출,4325,-26935
2022,10,24,체육대회,수입,2110,-24825
2023,11,17,체육대회,수입,3544,-21281
2020,6,20,MT,수입,8622,-12659
2023,4,13,쇼핑,수입,8105,-4554
2021,6,30,식사,수입,8113,3559
2020,10,4,체육대회,지출,7990,-4431
2022,9,7,여행,지출,8437,-12868
2023,11,6,체육대회,수입,6898,-5970
2023,1,20,여행,지출,8728,-14698
2023,6,29,MT,지출,3883,-18581
2023,9,20,여행,지출,3467,-22048
2023,10,21,MT,지출,3523,-25571
2022,7,23,여행,수입,3798,-21773
2023,6,3,체육대회,지출,2624,-24397
2022,8,3,MT,지출,4850,-29247
2022,3,15,체육대회,지출,7849,-37096
2020,1,28,쇼핑,지출,1427,-38523
2020,7,4,쇼핑,지출,1954,-40477
2020,8,13,식사,지출,7767,-48244
2023,3,15,체육대회,지출,4772,-53016
2023,8,25,쇼핑,수입,6302,-46714
2021,3,24,체육대회,지출,4134,-50848
2022,11,8,쇼핑,수입,9989,-40859
2022,12,15,MT,수입,6566,-34293
2023,8,20,여행,수입,1274,-33019
2022,4,3,여행,수입,5550,-27469
2022,9,30,체육대회,지출,1557,-29026
2021,6,18,쇼핑,지출,9193,-38219
2023,2,6,식사,지출,5278,-43497
2022,7,25,여행,지출,6988,-50485
2020,10,28,쇼핑,지출,3019,-53504
2021,11,9,체육대회,수입,2420,-51084
2021,3,14,여행,수입,9848,-41236
2023,8,29,체육대회,수입,6735,-34501
2022,1,16,체육대회,지출,2991,-37492
2022,5,23,체육대회,지출,4594,-42086
2021,8,29,MT,수입,9339,-32747
2023,3,1,MT,수입,5465,-27282
2023,3,18,여행,수입,6246,-21036
2023,7,19,체육대회,지출,2795,-23831
2020,6,7,체육대회,수입,2634,-21197
2022,9,19,식사,수입,5698,-15499
2021,6,6,쇼핑,지출,7213,-22712
2022,9,22,쇼핑,지출,7478,-30190
2022,10,29,쇼핑,지출,3976,-34166
2021,2,7,식사,수입,3365,-30801
2023,5,19,쇼핑,수입,7909,-22892
2020,3,7,식사,수입,6676,-16216
2021,1,6,여행,수입,5237,-10979
2021,9,23,식사,지출,4179,-15158
2022,11,4,MT,지출,4483,-19641
2020,4,15,식사,지출,6253,-25894
2020,8,31,MT,수입,9342,-16552
2022,4,30,여행,지출,4633,-21185
2022,3,9,MT,지출,4087,-25272
2020,10,30,여행,지출,3954,-29226
2021,10,19,쇼핑,지출,8984,-38210
2023,1,3,MT,지출,9328,-47538
2020,5,10,여행,수입,1755,-45783
2023,10,15,MT,지출,2915,-48698
2022,1,10,MT,지출,8093,-56791
2022,5,18,MT,수입,5826,-50965
2020,12,9,여행,수입,5920,-45045
2021,4,28,MT,수입,6795,-38250
2023,1,4,쇼핑,지출,4575,-42825
2022,9,21,쇼핑,수입,7024,-35801
2023,1,28,식사,수입,4573,-31228
2023,4,24,MT,지출,6966,-38194
2022,4,24,식사,지출,8332,-46526
2020,11,17,여행,수입,2758,-43768
2021,8,14,MT,수입,3155,-40613
2021,6,18,쇼핑,수입,9601,-31012
2022,8,23,식사,지출,8422,-39434
2021,2,7,여행,수입,1757,-37677
2022,8,29,체육대회,수입,1970,-35707
2021,11,26,여행,수입,5144,-30563
2022,12,9,체육대회,수입,3728,-26835
2022,3,12,여행,수입,1605,-25230
2021,8,19,체육대회,지출,5654,-30884
2021,8,29,MT,수입,8344,-22540
2021,12,30,식사,지출,9272,-31812
2023,3,27,MT,지출,1211,-33023
2021,4,19,체육대회,지출,9744,-42767
2023,12,18,여행,지출,8743,-51510
2022,3,15,쇼핑,수입,6401,-45109
2022,10,17,여행,수입,2084,-43025
2021,8,9,여행,지출,9345,-52370
2023,10,14,체육대회,수입,1041,-51329
2023,7,1,쇼핑,지출,6326,-57655
2022,7,13,쇼핑,지출,9295,-66950
2023,1,25,식사,지출,8768,-75718
2021,10,18,쇼핑,수입,5541,-70177
2023,12,28,MT,지출,6100,-76277
2023,12,16,여행,지출,3785,-80062
2021,2,24,체육대회,지출,6869,-86931
2020,12,16,MT,수입,6064,-80867
2023,10,14,MT,수입,7605,-73262
2022,8,8,식사,지출,4971,-78233
2023,9,23,쇼핑,수입,8448,-69785
